x0000,y0000
-1.022525193,168.75,
-1.020746888,0,
-1.018968583,0,
-1.017190279,0,
-1.015411974,56.25,
-1.013633669,0,
-1.011855365,56.25,
-1.01007706,112.5,
-1.008298755,0,
-1.006520451,112.5,
-1.004742146,56.25,
-1.002963841,56.25,
-1.001185536,112.5,
-0.9994072318,0,
-0.9976289271,56.25,
-0.9958506224,112.5,
-0.9940723177,0,
-0.992294013,56.25,
-0.9905157084,56.25,
-0.9887374037,112.5,
-0.986959099,56.25,
-0.9851807943,0,
-0.9834024896,168.75,
-0.9816241849,56.25,
-0.9798458803,56.25,
-0.9780675756,0,
-0.9762892709,0,
-0.9745109662,112.5,
-0.9727326615,0,
-0.9709543568,168.75,
-0.9691760522,112.5,
-0.9673977475,56.25,
-0.9656194428,0,
-0.9638411381,0,
-0.9620628334,225,
-0.9602845287,112.5,
-0.9585062241,56.25,
-0.9567279194,112.5,
-0.9549496147,168.75,
-0.95317131,112.5,
-0.9513930053,0,
-0.9496147007,0,
-0.947836396,0,
-0.9460580913,56.25,
-0.9442797866,0,
-0.9425014819,168.75,
-0.9407231772,168.75,
-0.9389448726,112.5,
-0.9371665679,56.25,
-0.9353882632,56.25,
-0.9336099585,0,
-0.9318316538,112.5,
-0.9300533491,56.25,
-0.9282750445,0,
-0.9264967398,0,
-0.9247184351,56.25,
-0.9229401304,56.25,
-0.9211618257,56.25,
-0.919383521,0,
-0.9176052164,0,
-0.9158269117,56.25,
-0.914048607,56.25,
-0.9122703023,0,
-0.9104919976,56.25,
-0.9087136929,168.75,
-0.9069353883,0,
-0.9051570836,112.5,
-0.9033787789,112.5,
-0.9016004742,0,
-0.8998221695,56.25,
-0.8980438648,0,
-0.8962655602,56.25,
-0.8944872555,56.25,
-0.8927089508,56.25,
-0.8909306461,168.75,
-0.8891523414,0,
-0.8873740368,168.75,
-0.8855957321,112.5,
-0.8838174274,0,
-0.8820391227,56.25,
-0.880260818,56.25,
-0.8784825133,168.75,
-0.8767042087,0,
-0.874925904,0,
-0.8731475993,112.5,
-0.8713692946,0,
-0.8695909899,168.75,
-0.8678126852,0,
-0.8660343806,0,
-0.8642560759,56.25,
-0.8624777712,168.75,
-0.8606994665,0,
-0.8589211618,112.5,
-0.8571428571,56.25,
-0.8553645525,0,
-0.8535862478,56.25,
-0.8518079431,56.25,
-0.8500296384,168.75,
-0.8482513337,168.75,
-0.846473029,112.5,
-0.8446947244,0,
-0.8429164197,0,
-0.841138115,168.75,
-0.8393598103,225,
-0.8375815056,0,
-0.8358032009,225,
-0.8340248963,0,
-0.8322465916,56.25,
-0.8304682869,112.5,
-0.8286899822,112.5,
-0.8269116775,0,
-0.8251333729,56.25,
-0.8233550682,56.25,
-0.8215767635,56.25,
-0.8197984588,56.25,
-0.8180201541,56.25,
-0.8162418494,0,
-0.8144635448,0,
-0.8126852401,56.25,
-0.8109069354,112.5,
-0.8091286307,112.5,
-0.807350326,56.25,
-0.8055720213,56.25,
-0.8037937167,56.25,
-0.802015412,0,
-0.8002371073,0,
-0.7984588026,0,
-0.7966804979,0,
-0.7949021932,112.5,
-0.7931238886,0,
-0.7913455839,112.5,
-0.7895672792,0,
-0.7877889745,168.75,
-0.7860106698,168.75,
-0.7842323651,168.75,
-0.7824540605,56.25,
-0.7806757558,0,
-0.7788974511,0,
-0.7771191464,281.25,
-0.7753408417,56.25,
-0.773562537,0,
-0.7717842324,56.25,
-0.7700059277,0,
-0.768227623,112.5,
-0.7664493183,112.5,
-0.7646710136,0,
-0.762892709,0,
-0.7611144043,56.25,
-0.7593360996,0,
-0.7575577949,56.25,
-0.7557794902,0,
-0.7540011855,0,
-0.7522228809,56.25,
-0.7504445762,112.5,
-0.7486662715,56.25,
-0.7468879668,168.75,
-0.7451096621,0,
-0.7433313574,0,
-0.7415530528,112.5,
-0.7397747481,56.25,
-0.7379964434,0,
-0.7362181387,0,
-0.734439834,112.5,
-0.7326615293,0,
-0.7308832247,0,
-0.72910492,0,
-0.7273266153,56.25,
-0.7255483106,56.25,
-0.7237700059,112.5,
-0.7219917012,112.5,
-0.7202133966,56.25,
-0.7184350919,112.5,
-0.7166567872,0,
-0.7148784825,112.5,
-0.7131001778,168.75,
-0.7113218731,56.25,
-0.7095435685,0,
-0.7077652638,56.25,
-0.7059869591,0,
-0.7042086544,0,
-0.7024303497,0,
-0.7006520451,56.25,
-0.6988737404,0,
-0.6970954357,56.25,
-0.695317131,56.25,
-0.6935388263,112.5,
-0.6917605216,56.25,
-0.689982217,0,
-0.6882039123,0,
-0.6864256076,0,
-0.6846473029,0,
-0.6828689982,56.25,
-0.6810906935,56.25,
-0.6793123889,56.25,
-0.6775340842,56.25,
-0.6757557795,56.25,
-0.6739774748,281.25,
-0.6721991701,0,
-0.6704208654,0,
-0.6686425608,56.25,
-0.6668642561,0,
-0.6650859514,56.25,
-0.6633076467,112.5,
-0.661529342,56.25,
-0.6597510373,56.25,
-0.6579727327,56.25,
-0.656194428,0,
-0.6544161233,112.5,
-0.6526378186,0,
-0.6508595139,0,
-0.6490812092,112.5,
-0.6473029046,0,
-0.6455245999,0,
-0.6437462952,0,
-0.6419679905,56.25,
-0.6401896858,112.5,
-0.6384113811,0,
-0.6366330765,168.75,
-0.6348547718,112.5,
-0.6330764671,0,
-0.6312981624,0,
-0.6295198577,0,
-0.6277415531,56.25,
-0.6259632484,112.5,
-0.6241849437,56.25,
-0.622406639,112.5,
-0.6206283343,56.25,
-0.6188500296,0,
-0.617071725,56.25,
-0.6152934203,281.25,
-0.6135151156,56.25,
-0.6117368109,112.5,
-0.6099585062,0,
-0.6081802015,56.25,
-0.6064018969,56.25,
-0.6046235922,56.25,
-0.6028452875,0,
-0.6010669828,0,
-0.5992886781,56.25,
-0.5975103734,56.25,
-0.5957320688,56.25,
-0.5939537641,0,
-0.5921754594,56.25,
-0.5903971547,0,
-0.58861885,56.25,
-0.5868405453,112.5,
-0.5850622407,56.25,
-0.583283936,0,
-0.5815056313,56.25,
-0.5797273266,0,
-0.5779490219,112.5,
-0.5761707172,112.5,
-0.5743924126,0,
-0.5726141079,112.5,
-0.5708358032,112.5,
-0.5690574985,56.25,
-0.5672791938,56.25,
-0.5655008892,0,
-0.5637225845,0,
-0.5619442798,112.5,
-0.5601659751,0,
-0.5583876704,0,
-0.5566093657,0,
-0.5548310611,56.25,
-0.5530527564,56.25,
-0.5512744517,0,
-0.549496147,112.5,
-0.5477178423,168.75,
-0.5459395376,0,
-0.544161233,168.75,
-0.5423829283,56.25,
-0.5406046236,0,
-0.5388263189,0,
-0.5370480142,168.75,
-0.5352697095,112.5,
-0.5334914049,0,
-0.5317131002,225,
-0.5299347955,56.25,
-0.5281564908,0,
-0.5263781861,112.5,
-0.5245998814,0,
-0.5228215768,0,
-0.5210432721,0,
-0.5192649674,0,
-0.5174866627,112.5,
-0.515708358,0,
-0.5139300533,0,
-0.5121517487,56.25,
-0.510373444,112.5,
-0.5085951393,0,
-0.5068168346,112.5,
-0.5050385299,112.5,
-0.5032602253,0,
-0.5014819206,112.5,
-0.4997036159,56.25,
-0.4979253112,112.5,
-0.4961470065,0,
-0.4943687018,0,
-0.4925903972,168.75,
-0.4908120925,337.5,
-0.4890337878,0,
-0.4872554831,0,
-0.4854771784,56.25,
-0.4836988737,112.5,
-0.4819205691,112.5,
-0.4801422644,0,
-0.4783639597,0,
-0.476585655,112.5,
-0.4748073503,0,
-0.4730290456,56.25,
-0.471250741,281.25,
-0.4694724363,56.25,
-0.4676941316,0,
-0.4659158269,112.5,
-0.4641375222,56.25,
-0.4623592175,0,
-0.4605809129,56.25,
-0.4588026082,56.25,
-0.4570243035,0,
-0.4552459988,168.75,
-0.4534676941,0,
-0.4516893894,0,
-0.4499110848,168.75,
-0.4481327801,56.25,
-0.4463544754,0,
-0.4445761707,56.25,
-0.442797866,56.25,
-0.4410195614,112.5,
-0.4392412567,56.25,
-0.437462952,112.5,
-0.4356846473,281.25,
-0.4339063426,168.75,
-0.4321280379,0,
-0.4303497333,0,
-0.4285714286,56.25,
-0.4267931239,56.25,
-0.4250148192,112.5,
-0.4232365145,56.25,
-0.4214582098,0,
-0.4196799052,112.5,
-0.4179016005,0,
-0.4161232958,0,
-0.4143449911,0,
-0.4125666864,56.25,
-0.4107883817,112.5,
-0.4090100771,56.25,
-0.4072317724,112.5,
-0.4054534677,56.25,
-0.403675163,56.25,
-0.4018968583,0,
-0.4001185536,112.5,
-0.398340249,168.75,
-0.3965619443,56.25,
-0.3947836396,56.25,
-0.3930053349,56.25,
-0.3912270302,112.5,
-0.3894487255,0,
-0.3876704209,112.5,
-0.3858921162,56.25,
-0.3841138115,112.5,
-0.3823355068,281.25,
-0.3805572021,56.25,
-0.3787788975,112.5,
-0.3770005928,0,
-0.3752222881,168.75,
-0.3734439834,56.25,
-0.3716656787,56.25,
-0.369887374,56.25,
-0.3681090694,56.25,
-0.3663307647,0,
-0.36455246,0,
-0.3627741553,225,
-0.3609958506,56.25,
-0.3592175459,56.25,
-0.3574392413,0,
-0.3556609366,168.75,
-0.3538826319,112.5,
-0.3521043272,168.75,
-0.3503260225,0,
-0.3485477178,56.25,
-0.3467694132,0,
-0.3449911085,168.75,
-0.3432128038,112.5,
-0.3414344991,112.5,
-0.3396561944,0,
-0.3378778897,168.75,
-0.3360995851,56.25,
-0.3343212804,112.5,
-0.3325429757,56.25,
-0.330764671,56.25,
-0.3289863663,0,
-0.3272080616,112.5,
-0.325429757,56.25,
-0.3236514523,56.25,
-0.3218731476,168.75,
-0.3200948429,225,
-0.3183165382,0,
-0.3165382336,56.25,
-0.3147599289,112.5,
-0.3129816242,112.5,
-0.3112033195,168.75,
-0.3094250148,56.25,
-0.3076467101,168.75,
-0.3058684055,0,
-0.3040901008,0,
-0.3023117961,0,
-0.3005334914,0,
-0.2987551867,112.5,
-0.296976882,112.5,
-0.2951985774,56.25,
-0.2934202727,0,
-0.291641968,56.25,
-0.2898636633,112.5,
-0.2880853586,56.25,
-0.2863070539,0,
-0.2845287493,56.25,
-0.2827504446,112.5,
-0.2809721399,112.5,
-0.2791938352,112.5,
-0.2774155305,0,
-0.2756372258,56.25,
-0.2738589212,56.25,
-0.2720806165,0,
-0.2703023118,56.25,
-0.2685240071,56.25,
-0.2667457024,0,
-0.2649673977,0,
-0.2631890931,112.5,
-0.2614107884,0,
-0.2596324837,56.25,
-0.257854179,0,
-0.2560758743,168.75,
-0.2542975697,112.5,
-0.252519265,168.75,
-0.2507409603,56.25,
-0.2489626556,112.5,
-0.2471843509,112.5,
-0.2454060462,0,
-0.2436277416,0,
-0.2418494369,225,
-0.2400711322,56.25,
-0.2382928275,56.25,
-0.2365145228,0,
-0.2347362181,112.5,
-0.2329579135,112.5,
-0.2311796088,56.25,
-0.2294013041,56.25,
-0.2276229994,0,
-0.2258446947,112.5,
-0.22406639,0,
-0.2222880854,112.5,
-0.2205097807,112.5,
-0.218731476,0,
-0.2169531713,56.25,
-0.2151748666,56.25,
-0.2133965619,0,
-0.2116182573,112.5,
-0.2098399526,56.25,
-0.2080616479,56.25,
-0.2062833432,0,
-0.2045050385,168.75,
-0.2027267338,0,
-0.2009484292,0,
-0.1991701245,0,
-0.1973918198,112.5,
-0.1956135151,56.25,
-0.1938352104,56.25,
-0.1920569057,112.5,
-0.1902786011,0,
-0.1885002964,168.75,
-0.1867219917,112.5,
-0.184943687,56.25,
-0.1831653823,0,
-0.1813870777,56.25,
-0.179608773,56.25,
-0.1778304683,0,
-0.1760521636,225,
-0.1742738589,56.25,
-0.1724955542,112.5,
-0.1707172496,56.25,
-0.1689389449,56.25,
-0.1671606402,0,
-0.1653823355,0,
-0.1636040308,0,
-0.1618257261,112.5,
-0.1600474215,56.25,
-0.1582691168,225,
-0.1564908121,0,
-0.1547125074,0,
-0.1529342027,112.5,
-0.151155898,112.5,
-0.1493775934,56.25,
-0.1475992887,0,
-0.145820984,0,
-0.1440426793,0,
-0.1422643746,168.75,
-0.1404860699,0,
-0.1387077653,168.75,
-0.1369294606,112.5,
-0.1351511559,56.25,
-0.1333728512,0,
-0.1315945465,56.25,
-0.1298162418,0,
-0.1280379372,56.25,
-0.1262596325,56.25,
-0.1244813278,0,
-0.1227030231,56.25,
-0.1209247184,56.25,
-0.1191464138,225,
-0.1173681091,112.5,
-0.1155898044,0,
-0.1138114997,0,
-0.112033195,56.25,
-0.1102548903,112.5,
-0.1084765857,0,
-0.106698281,112.5,
-0.1049199763,112.5,
-0.1031416716,56.25,
-0.1013633669,56.25,
-0.09958506224,0,
-0.09780675756,56.25,
-0.09602845287,56.25,
-0.09425014819,0,
-0.09247184351,112.5,
-0.09069353883,56.25,
-0.08891523414,112.5,
-0.08713692946,56.25,
-0.08535862478,112.5,
-0.08358032009,56.25,
-0.08180201541,112.5,
-0.08002371073,168.75,
-0.07824540605,0,
-0.07646710136,56.25,
-0.07468879668,0,
-0.072910492,56.25,
-0.07113218731,112.5,
-0.06935388263,112.5,
-0.06757557795,0,
-0.06579727327,56.25,
-0.06401896858,0,
-0.0622406639,56.25,
-0.06046235922,56.25,
-0.05868405453,0,
-0.05690574985,56.25,
-0.05512744517,112.5,
-0.05334914049,56.25,
-0.0515708358,56.25,
-0.04979253112,112.5,
-0.04801422644,56.25,
-0.04623592175,0,
-0.04445761707,112.5,
-0.04267931239,56.25,
-0.04090100771,0,
-0.03912270302,56.25,
-0.03734439834,56.25,
-0.03556609366,112.5,
-0.03378778897,56.25,
-0.03200948429,56.25,
-0.03023117961,56.25,
-0.02845287493,112.5,
-0.02667457024,0,
-0.02489626556,56.25,
-0.02311796088,56.25,
-0.02133965619,168.75,
-0.01956135151,112.5,
-0.01778304683,0,
-0.01600474215,281.25,
-0.01422643746,0,
-0.01244813278,281.25,
-0.0106698281,0,
-0.008891523414,0,
-0.007113218731,0,
-0.005334914049,112.5,
-0.003556609366,0,
-0.001778304683,112.5,
0,112.5,
0.001778304683,0,
0.003556609366,56.25,
0.005334914049,56.25,
0.007113218731,56.25,
0.008891523414,281.25,
0.0106698281,0,
0.01244813278,0,
0.01422643746,0,
0.01600474215,0,
0.01778304683,56.25,
0.01956135151,56.25,
0.02133965619,168.75,
0.02311796088,168.75,
0.02489626556,0,
0.02667457024,0,
0.02845287493,0,
0.03023117961,56.25,
0.03200948429,0,
0.03378778897,56.25,
0.03556609366,168.75,
0.03734439834,56.25,
0.03912270302,168.75,
0.04090100771,56.25,
0.04267931239,112.5,
0.04445761707,112.5,
0.04623592175,112.5,
0.04801422644,0,
0.04979253112,0,
0.0515708358,0,
0.05334914049,56.25,
0.05512744517,112.5,
0.05690574985,112.5,
0.05868405453,168.75,
0.06046235922,168.75,
0.0622406639,112.5,
0.06401896858,0,
0.06579727327,56.25,
0.06757557795,56.25,
0.06935388263,0,
0.07113218731,0,
0.072910492,112.5,
0.07468879668,56.25,
0.07646710136,168.75,
0.07824540605,168.75,
0.08002371073,168.75,
0.08180201541,56.25,
0.08358032009,168.75,
0.08535862478,56.25,
0.08713692946,0,
0.08891523414,112.5,
0.09069353883,56.25,
0.09247184351,225,
0.09425014819,168.75,
0.09602845287,0,
0.09780675756,56.25,
0.09958506224,0,
0.1013633669,0,
0.1031416716,225,
0.1049199763,0,
0.106698281,56.25,
0.1084765857,56.25,
0.1102548903,56.25,
0.112033195,112.5,
0.1138114997,0,
0.1155898044,0,
0.1173681091,112.5,
0.1191464138,0,
0.1209247184,56.25,
0.1227030231,112.5,
0.1244813278,56.25,
0.1262596325,56.25,
0.1280379372,56.25,
0.1298162418,0,
0.1315945465,168.75,
0.1333728512,56.25,
0.1351511559,56.25,
0.1369294606,56.25,
0.1387077653,56.25,
0.1404860699,0,
0.1422643746,168.75,
0.1440426793,56.25,
0.145820984,112.5,
0.1475992887,0,
0.1493775934,56.25,
0.151155898,168.75,
0.1529342027,56.25,
0.1547125074,0,
0.1564908121,112.5,
0.1582691168,112.5,
0.1600474215,56.25,
0.1618257261,56.25,
0.1636040308,56.25,
0.1653823355,0,
0.1671606402,0,
0.1689389449,56.25,
0.1707172496,0,
0.1724955542,112.5,
0.1742738589,168.75,
0.1760521636,112.5,
0.1778304683,168.75,
0.179608773,225,
0.1813870777,56.25,
0.1831653823,112.5,
0.184943687,112.5,
0.1867219917,0,
0.1885002964,0,
0.1902786011,168.75,
0.1920569057,56.25,
0.1938352104,0,
0.1956135151,225,
0.1973918198,56.25,
0.1991701245,0,
0.2009484292,0,
0.2027267338,56.25,
0.2045050385,0,
0.2062833432,0,
0.2080616479,0,
0.2098399526,112.5,
0.2116182573,0,
0.2133965619,112.5,
0.2151748666,112.5,
0.2169531713,56.25,
0.218731476,56.25,
0.2205097807,112.5,
0.2222880854,56.25,
0.22406639,112.5,
0.2258446947,0,
0.2276229994,0,
0.2294013041,0,
0.2311796088,56.25,
0.2329579135,112.5,
0.2347362181,56.25,
0.2365145228,112.5,
0.2382928275,0,
0.2400711322,0,
0.2418494369,0,
0.2436277416,56.25,
0.2454060462,0,
0.2471843509,0,
0.2489626556,56.25,
0.2507409603,56.25,
0.252519265,0,
0.2542975697,56.25,
0.2560758743,56.25,
0.257854179,56.25,
0.2596324837,56.25,
0.2614107884,112.5,
0.2631890931,0,
0.2649673977,0,
0.2667457024,112.5,
0.2685240071,56.25,
0.2703023118,56.25,
0.2720806165,56.25,
0.2738589212,56.25,
0.2756372258,56.25,
0.2774155305,0,
0.2791938352,0,
0.2809721399,168.75,
0.2827504446,0,
0.2845287493,56.25,
0.2863070539,112.5,
0.2880853586,112.5,
0.2898636633,56.25,
0.291641968,56.25,
0.2934202727,112.5,
0.2951985774,112.5,
0.296976882,112.5,
0.2987551867,112.5,
0.3005334914,112.5,
0.3023117961,112.5,
0.3040901008,56.25,
0.3058684055,0,
0.3076467101,0,
0.3094250148,112.5,
0.3112033195,0,
0.3129816242,0,
0.3147599289,0,
0.3165382336,56.25,
0.3183165382,0,
0.3200948429,56.25,
0.3218731476,0,
0.3236514523,0,
0.325429757,168.75,
0.3272080616,0,
0.3289863663,112.5,
0.330764671,112.5,
0.3325429757,168.75,
0.3343212804,0,
0.3360995851,56.25,
0.3378778897,0,
0.3396561944,168.75,
0.3414344991,0,
0.3432128038,0,
0.3449911085,112.5,
0.3467694132,112.5,
0.3485477178,56.25,
0.3503260225,0,
0.3521043272,0,
0.3538826319,0,
0.3556609366,112.5,
0.3574392413,0,
0.3592175459,56.25,
0.3609958506,112.5,
0.3627741553,0,
0.36455246,112.5,
0.3663307647,56.25,
0.3681090694,56.25,
0.369887374,56.25,
0.3716656787,0,
0.3734439834,56.25,
0.3752222881,112.5,
0.3770005928,56.25,
0.3787788975,112.5,
0.3805572021,56.25,
0.3823355068,56.25,
0.3841138115,56.25,
0.3858921162,56.25,
0.3876704209,0,
0.3894487255,0,
0.3912270302,56.25,
0.3930053349,112.5,
0.3947836396,0,
0.3965619443,56.25,
0.398340249,0,
0.4001185536,56.25,
0.4018968583,0,
0.403675163,56.25,
0.4054534677,0,
0.4072317724,281.25,
0.4090100771,0,
0.4107883817,0,
0.4125666864,56.25,
0.4143449911,56.25,
0.4161232958,56.25,
0.4179016005,0,
0.4196799052,225,
0.4214582098,56.25,
0.4232365145,0,
0.4250148192,0,
0.4267931239,56.25,
0.4285714286,112.5,
0.4303497333,0,
0.4321280379,56.25,
0.4339063426,0,
0.4356846473,168.75,
0.437462952,168.75,
0.4392412567,0,
0.4410195614,0,
0.442797866,56.25,
0.4445761707,168.75,
0.4463544754,168.75,
0.4481327801,0,
0.4499110848,0,
0.4516893894,56.25,
0.4534676941,112.5,
0.4552459988,56.25,
0.4570243035,168.75,
0.4588026082,0,
0.4605809129,0,
0.4623592175,0,
0.4641375222,56.25,
0.4659158269,168.75,
0.4676941316,56.25,
0.4694724363,0,
0.471250741,0,
0.4730290456,56.25,
0.4748073503,0,
0.476585655,56.25,
0.4783639597,0,
0.4801422644,56.25,
0.4819205691,112.5,
0.4836988737,0,
0.4854771784,168.75,
0.4872554831,225,
0.4890337878,281.25,
0.4908120925,56.25,
0.4925903972,0,
0.4943687018,56.25,
0.4961470065,112.5,
0.4979253112,0,
0.4997036159,281.25,
0.5014819206,0,
0.5032602253,0,
0.5050385299,56.25,
0.5068168346,0,
0.5085951393,0,
0.510373444,0,
0.5121517487,0,
0.5139300533,56.25,
0.515708358,0,
0.5174866627,56.25,
0.5192649674,0,
0.5210432721,168.75,
0.5228215768,168.75,
0.5245998814,56.25,
0.5263781861,168.75,
0.5281564908,0,
0.5299347955,112.5,
0.5317131002,0,
0.5334914049,168.75,
0.5352697095,56.25,
0.5370480142,56.25,
0.5388263189,112.5,
0.5406046236,56.25,
0.5423829283,112.5,
0.544161233,56.25,
0.5459395376,112.5,
0.5477178423,0,
0.549496147,281.25,
0.5512744517,56.25,
0.5530527564,0,
0.5548310611,112.5,
0.5566093657,56.25,
0.5583876704,0,
0.5601659751,168.75,
0.5619442798,56.25,
0.5637225845,0,
0.5655008892,112.5,
0.5672791938,0,
0.5690574985,56.25,
0.5708358032,56.25,
0.5726141079,56.25,
0.5743924126,56.25,
0.5761707172,56.25,
0.5779490219,0,
0.5797273266,56.25,
0.5815056313,0,
0.583283936,56.25,
0.5850622407,0,
0.5868405453,56.25,
0.58861885,0,
0.5903971547,0,
0.5921754594,0,
0.5939537641,56.25,
0.5957320688,56.25,
0.5975103734,0,
0.5992886781,56.25,
0.6010669828,112.5,
0.6028452875,56.25,
0.6046235922,56.25,
0.6064018969,56.25,
0.6081802015,56.25,
0.6099585062,0,
0.6117368109,0,
0.6135151156,168.75,
0.6152934203,0,
0.617071725,112.5,
0.6188500296,56.25,
0.6206283343,56.25,
0.622406639,56.25,
0.6241849437,168.75,
0.6259632484,56.25,
0.6277415531,0,
0.6295198577,0,
0.6312981624,112.5,
0.6330764671,56.25,
0.6348547718,0,
0.6366330765,56.25,
0.6384113811,112.5,
0.6401896858,56.25,
0.6419679905,112.5,
0.6437462952,168.75,
0.6455245999,56.25,
0.6473029046,56.25,
0.6490812092,0,
0.6508595139,56.25,
0.6526378186,56.25,
0.6544161233,0,
0.656194428,0,
0.6579727327,225,
0.6597510373,0,
0.661529342,56.25,
0.6633076467,0,
0.6650859514,0,
0.6668642561,281.25,
0.6686425608,0,
0.6704208654,0,
0.6721991701,112.5,
0.6739774748,56.25,
0.6757557795,112.5,
0.6775340842,168.75,
0.6793123889,0,
0.6810906935,112.5,
0.6828689982,56.25,
0.6846473029,56.25,
0.6864256076,225,
0.6882039123,168.75,
0.689982217,112.5,
0.6917605216,112.5,
0.6935388263,0,
0.695317131,56.25,
0.6970954357,0,
0.6988737404,0,
0.7006520451,0,
0.7024303497,168.75,
0.7042086544,112.5,
0.7059869591,56.25,
0.7077652638,112.5,
0.7095435685,168.75,
0.7113218731,112.5,
0.7131001778,0,
0.7148784825,0,
0.7166567872,0,
0.7184350919,56.25,
0.7202133966,0,
0.7219917012,0,
0.7237700059,0,
0.7255483106,56.25,
0.7273266153,0,
0.72910492,56.25,
0.7308832247,56.25,
0.7326615293,0,
0.734439834,56.25,
0.7362181387,56.25,
0.7379964434,56.25,
0.7397747481,56.25,
0.7415530528,0,
0.7433313574,56.25,
0.7451096621,56.25,
0.7468879668,112.5,
0.7486662715,56.25,
0.7504445762,56.25,
0.7522228809,56.25,
0.7540011855,56.25,
0.7557794902,0,
0.7575577949,56.25,
0.7593360996,112.5,
0.7611144043,112.5,
0.762892709,0,
0.7646710136,112.5,
0.7664493183,0,
0.768227623,168.75,
0.7700059277,56.25,
0.7717842324,56.25,
0.773562537,0,
0.7753408417,112.5,
0.7771191464,0,
0.7788974511,0,
0.7806757558,0,
0.7824540605,56.25,
0.7842323651,56.25,
0.7860106698,225,
0.7877889745,56.25,
0.7895672792,0,
0.7913455839,112.5,
0.7931238886,0,
0.7949021932,0,
0.7966804979,112.5,
0.7984588026,56.25,
0.8002371073,56.25,
0.802015412,0,
0.8037937167,0,
0.8055720213,0,
0.807350326,0,
0.8091286307,0,
0.8109069354,0,
0.8126852401,56.25,
0.8144635448,0,
0.8162418494,0,
0.8180201541,0,
0.8197984588,56.25,
0.8215767635,0,
0.8233550682,56.25,
0.8251333729,112.5,
0.8269116775,112.5,
0.8286899822,0,
0.8304682869,56.25,
0.8322465916,168.75,
0.8340248963,56.25,
0.8358032009,168.75,
0.8375815056,56.25,
0.8393598103,0,
0.841138115,0,
0.8429164197,225,
0.8446947244,112.5,
0.846473029,112.5,
0.8482513337,168.75,
0.8500296384,0,
0.8518079431,112.5,
0.8535862478,56.25,
0.8553645525,112.5,
0.8571428571,168.75,
0.8589211618,112.5,
0.8606994665,56.25,
0.8624777712,0,
0.8642560759,0,
0.8660343806,112.5,
0.8678126852,0,
0.8695909899,0,
0.8713692946,0,
0.8731475993,0,
0.874925904,56.25,
0.8767042087,56.25,
0.8784825133,56.25,
0.880260818,56.25,
0.8820391227,56.25,
0.8838174274,0,
0.8855957321,56.25,
0.8873740368,0,
0.8891523414,0,
0.8909306461,56.25,
0.8927089508,168.75,
0.8944872555,0,
0.8962655602,112.5,
0.8980438648,56.25,
0.8998221695,0,
